學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間學制學生數,日間專任教師(含助教),日間生師比
114,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,818,49,16.69
114,私立,技專校院,1183,黎明技術學院,3880,135,28.74
114,私立,技專校院,1185,德育學校財團法人德育護理健康學院,2375,100,23.75
114,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,316,22,14.36
114,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,3959,142,27.88
114,私立,技專校院,1283,仁德醫護管理專科學校,4593,194,23.68
114,私立,技專校院,1284,樹人醫護管理專科學校,6374,219,29.11
114,私立,技專校院,1285,慈惠醫護管理專科學校,1289,74,17.42
114,私立,技專校院,1286,耕莘健康管理專科學校,3574,131,27.28
114,私立,技專校院,1287,敏惠醫護管理專科學校,2821,101,27.93
114,私立,技專校院,1289,育英醫護管理專科學校,1495,56,26.70
114,私立,技專校院,1291,聖母醫護管理專科學校,1163,64,18.17
114,私立,技專校院,1292,新生醫護管理專科學校,5628,214,26.30
114,私立,技專校院,1293,崇仁醫護管理專科學校,2838,109,26.04
114,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,42,10,4.20
114,私立,宗教研修學院,1R03,臺北基督學院,42,7,6.00
114,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,87,16,5.44
114,私立,宗教研修學院,1R06,一貫道崇德學院,69,6,11.50
114,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,56,11,5.09
114,私立,宗教研修學院,1R08,中華福音神學研究學院,57,13,4.38
114,私立,宗教研修學院,1R09,唯心聖教學院,91,7,13.00
114,私立,宗教研修學院,1R10,福智學校財團法人福智佛教學院,30,2,15.00
114,公立,一般大學,3002,臺北市立大學,6585,314,20.97
